Androsace hausmannii		EF587863				AY275056								AY274984								EF587895																								EF587879						
Androsace chaixii		EU513021				AY275044								AY275003								EF587892																								EF587876						
Androsace obtusifolia		EF587865				EU655574								AY274971								EF587897																								EF587881						
Androsace septentrionalis						AY275074								AY274959	JN966081													AF394963															AF421116									
Androsace rioxana		EF152457				AY275045								AY275004								EF152470																								EF152444						
Androsace vandellii		EF587866				AY275059								AY274967								EF587898																								EF587882						
Androsace cantabrica		EU513014				AY275038								AY275011								EF587890																								EF587874						
Inhambanella henriquesii																																											AY230688		AM179720			AM179527		AM179589	AM179656	
Stimpsonia chamaedryoides	AF421112					AJ491669													AJ491425									AF421117															AF421113									
Payena acuminata																																											AY603779		AM179749			AM179552		AM179617	AM179683	
Payena lucida																																											AY230709		AM179750			AM179553		AM179618	AM179684	
Trientalis europaea	AF213790					AF547727								AY855130														U96655															AF213763									
Sideroxylon marmulano						AM408084																																					AY603783		AM179761			AM179564		AM179629	AM179695	
Sideroxylon portoricense						AM408093																																					AM407952		AM407749			AM407789		AM407771	AM407810	
Sideroxylon repens						AM408096																																					AM179800		AM179766			AM179569		AM179634	AM179700	
Sideroxylon celastrinum						AM408067																																					AM407940		AM407737			AM407778		AM407760	AM407799	
Sideroxylon sessiliflorum						AM408100																																					AM407955		AM407751			AM407791		AM407773	AM407813	
Sideroxylon floribundum						AM408071																																					AM407943		AM407740			AM407780		AM407762	AM407801	
Sideroxylon lanuginosum						AF174617																																					AY230733		AM179757			AM179560		AM179625	AM179691	
Sideroxylon contrerasii						AM408069																																					AM407942		AM407739			AM407779		AM407761	AM407800	
Sideroxylon majus						AM408082																																					AM179796		AM179759			AM179562		AM179627	AM179693	
Sideroxylon grandiflorum						AM408075																																					AM407944		AM407741			AM407781		AM407763	AM407802	
Sideroxylon obovatum						AM408086																																					AM407947		AM407744			AM407784		AM407766	AM407805	
Sideroxylon stevensonii						AM408102																																					AM407957		AM407753			AM407792		AM407774	AM407814	
Sideroxylon picardae						AM408092																																					AM407951		AM407748			AM407788		AM407770	AM407809	
Sideroxylon oxyacanthum						AM408089																																					AM407948		AM407745			AM407785		AM407767	AM407806	
Sideroxylon palmeri						AM408090																																					AM407949		AM407746			AM407786		AM407768	AM407807	
Royena cordata	DQ923975													DQ924301	DQ924084													EU980799													EU981214		DQ924192									
Primula boreiocalliantha						JF977957							FJ786589	FJ794220	FJ828620													JF943611																JN046485								
Primula magellanica			EF218306			DQ993827							EF218396	EF218578																									EF218487			DQ379811										
Primula bella						JF977944							FJ786567	FJ794198	FJ828600													JF943598																JN046472								
Primula cicutariifolia			DQ378471			AF323703							FJ786564	FJ794195	FJ828598									DQ378771																												
Primula chapaensis						JF977966							FJ786617	FJ794249	FJ828645													JF943620																JN046493								
Primula scotica			DQ379851			DQ994000							DQ379905	DQ379728																									DQ994109			DQ379790										
Primula blinii						JF977952							FJ786597	FJ794229	FJ828628													JF943606																JN046483								
Primula sinensis						AF323696							FJ786552	FJ794183	FJ828584													JF943709																JN046584								
Primula aromatica						JF977942							FJ786628	FJ794233	FJ828630													JF943596																JN046470								
Primula partschiana						JF978028							FJ786626	FJ794190	FJ828653													JF943685																JN046558								
Primula pycnoloba						JF978041							FJ786625	FJ794258	FJ828652													JF943697																JN046569								
Primula algida			AF402468			EU643661							FJ786561	FJ794192	DQ378340									DQ378745																												
Primula sachalinensis			EF218278			EF218196							EF218368	EF218550																									EF218459			EF218097										
Primula moupinensis						JF978010							FJ786583	FJ794214	FJ828614													JF943665																JN046540								
Primula polyneura						JF978030							FJ786596	FJ794227	FJ828627													JF943688																JN046561								
Primula wangii						JF978067							FJ786620	FJ794252	FJ828649													JF943726																JN046598								
Primula longiscapa			AF402469			EF218169							EF218348	EF218528																									EF218438			EF218077										
Primula blattariformis						JF977949							FJ786627	FJ794261	FJ828654													JF943603																JN046478								
Primula frondosa			EF218264			EF218200							EF218353	EF218536																									EF218449			EF218082										
Primula rugosa						JF978042							FJ786560	FJ794248	FJ828594													JF943699																JN046574								
Primula japonica			DQ378482			AM920496								DQ378571	DQ378379									DQ378784				AF394979																								
Primula alpicola						JF977933							FJ786574	FJ794205	FJ828606													JF943590																JN046465								
Primula capitata			DQ378453										FJ786614	FJ794246	DQ378326									DQ378731				AF394971																								
Primula nivalis			DQ378490			AM920493								DQ378579	DQ378389									DQ378794	GQ981650																											
Primula malvacea						JF978003							FJ786624	FJ794257	FJ828651													JF943657																JN046533								
Maba magnifolia	DQ923973										DQ924190			DQ924299	DQ924082													EU980796													EU981211											
Maba myriophylla	DQ923974										DQ924191			DQ924300	DQ924083													EU980797													EU981212											
Maba tropophylla	EU980875										EU980935			EU981059	EU980997													EU980798													EU981213											
Tetraclis baroni	DQ923979													DQ924305	DQ924088													EU980803													EU981218		DQ924196									
Pomatosace filicula			AF402559			AY545751								AY545774	DQ378431													JF943531																JN046451								
Euclea racemosa									FJ238202		FJ238287				FJ238120									FJ238245							JQ412361																				FJ238160	
Planchonella ripicola										GQ248848		GQ249013			GQ248187																GQ248683														GQ248378							
Diospyros apiculata	EU980813										EU980876			EU980998	EU980936													EU980647													EU981062											
Diospyros maingayi	DQ923926										DQ924143			DQ924250	DQ924033													EU980706													EU981121											
Diospyros vestita	DQ923956										DQ924173			DQ924280	DQ924063													EU980768													EU981183											
Diospyros borbonica	EU980815										EU980878			EU981000	EU980938													EU980654													EU981069											
Diospyros longifolia	DQ923923										DQ924140			DQ924247	DQ924030													EU980702													EU981117											
Diospyros dichrophylla											FJ238291				FJ238124									FJ238250				JF265388																FJ238207							FJ238165	
Diospyros filipendula	DQ923912										DQ924129			DQ924236	DQ924019													EU980686													EU981101											
Diospyros sandwicensis	EU980851										EU980912			EU981036	EU980974													EU980749													EU981164											
Diospyros frutescens	EU980827										EU980889			EU981012	EU980950													EU980691													EU981106											
Diospyros pancheri	EU980838										EU980899			EU981023	EU980961													EU980725													EU981140											
Diospyros umbrosa	EU980859										EU980921			EU981045	EU980981													EU980763													EU981176											
Diospyros scalariformis	EU980852										EU980913			EU981037	EU980975													EU980750													EU981165											
Diospyros wallichii	EU980868										EU980929			EU981053	EU980991													EU980775													EU981190											
Diospyros olen	EU980834										EU980894			EU981019	EU980957													EU980721													EU981136											
Diospyros cayennensis	DQ923896										DQ924113			DQ924220	DQ924003													EU980663													EU981078											
Diospyros philippinensis	DQ923940										DQ924157			DQ924264	DQ924047													EU980730													EU981145											
Diospyros brassica	DQ923892										DQ924109			DQ924216	DQ923999													EU980657													EU981072											
Diospyros dictyonema	EU980820										EU980882			EU981005	EU980943													EU980674													EU981089											
Diospyros celebica	DQ923897										DQ924114			DQ924221	DQ924004													EU980664													EU981079											
Diospyros parviflora	EU980840										EU980900			EU981025	EU980962													EU980727													EU981143											
Diospyros ridleyi	DQ923946										DQ924163			DQ924270	DQ924053													EU980742													EU981157											
Diospyros montana	DQ923935										DQ924152			DQ924259	DQ924042													EU980717													EU981132											
Diospyros insidiosa	DQ923920										DQ924137			DQ924244	DQ924027													EU980697													EU981112											
Diospyros yaouhensis	EU980869										EU980930			EU981054	EU980992													EU980776													EU981191											
Diospyros flavocarpa	EU980826										EU980888			DQ924237	EU980949													EU980689													EU981102											
Diospyros pubicalyx	DQ923943										DQ924160			DQ924267	DQ924050													EU980733													EU981148											
Diospyros vieillardii	EU980867										EU980928			EU981052	EU980989													EU980769													EU981184											
Diospyros curranii	DQ923902										DQ924119			DQ924226	DQ924009													EU980671													EU981086											
Diospyros labillardierei	EU980829										EU980890			DQ924246	DQ924029													EU980701													EU981116											
Diospyros pentamera	DQ923939										DQ924156			DQ924263	DQ924046													EU980729													EU981144											
Diospyros samoensis	EU980847										EU980911			EU981032	EU980970													EU980745													EU981163											
Diospyros ropourea	DQ923948										DQ924165			DQ924272	DQ924055													EU980744													EU981159											
Diospyros dichroa	DQ923904										DQ924121			DQ924228	DQ924011													EU980673													EU981088											
Diospyros pilosula	DQ923941										DQ924158			DQ924265	DQ924048													EU980731													EU981146											
Diospyros consolatae	DQ923899										DQ924116			DQ924223	DQ924006													EU980668													EU981083											
Diospyros tetrandra	DQ923951										DQ924168			DQ924275	DQ924058													EU980756													EU981171											
Diospyros puncticulosa	DQ923944										DQ924161			DQ924268	DQ924051													EU980734													EU981149											
Diospyros castanea	DQ923893										DQ924110			DQ924217	DQ924000													EU980660													EU981075											
Diospyros styraciformis	DQ923949										DQ924166			DQ924273	DQ924056													EU980753													EU981168											
Diospyros revolutissima	EU980846										EU980907			EU981030	EU980968													EU980739													EU981154											
Diospyros senensis	EU980853										EU980914			EU981038	EU980976													EU980751													EU981166											
Diospyros brandisiana	DQ923891										DQ924108			DQ924215	DQ923998													EU980656													EU981071											
Diospyros tahanensis	DQ923950										DQ924167			DQ924274	DQ924057													EU980755													EU981170											
Diospyros maritima	DQ923930										DQ924147			DQ924254	DQ924037													EU980710													EU981125											
Diospyros melocarpa	DQ923931										DQ924148			DQ924255	DQ924038													EU980711													EU981126											
Diospyros cauliflora	DQ923894										DQ924111			DQ924218	DQ924001													EU980661													EU981076											
Diospyros balansae	EU980814										EU980877			EU980999	EU980937													EU980651													EU981066											
Diospyros cherrieri	EU980819										EU980881			EU981004	EU980942													EU980666													EU981081											
Diospyros macrocarpa	EU980830										EU980891			EU981015	EU980953													EU980705													EU981119											
Diospyros rigida	DQ923947										DQ924164			DQ924271	DQ924054													EU980743													EU981158											
Diospyros cooperi	DQ923900										DQ924117			DQ924224	DQ924007													EU980669													EU981084											
Diospyros borneensis	DQ923890										DQ924107			DQ924214	DQ923997													EU980655													EU981070											
Diospyros cavalcantei	DQ923895										DQ924112			DQ924219	DQ924002													EU980662													EU981077											
Diospyros mindanaensis	DQ923933										DQ924150			DQ924257	DQ924040													EU980713													EU981128											
Diospyros oubatchensis	EU980836										EU980897			EU981020	EU980958													EU980723													EU981139											
Diospyros gracilipes	DQ923918										DQ924135			DQ924242	DQ924025													EU980695													EU981110											
Diospyros bipindensis	DQ923889										DQ924106			DQ924213	DQ923996													EU980653													EU981068											
Diospyros guianensis	DQ923919										DQ924136			DQ924243	DQ924026													EU980696													EU981111											
Diospyros dasyphylla	DQ923903										DQ924120			DQ924227	DQ924010													EU980672													EU981087											
Diospyros pustulata	EU980844										EU980905			EU981028	EU980967													EU980736													EU981150											
Diospyros andamanica	DQ923884										DQ924101			DQ924208	DQ923991													EU980645													EU981060											
Diospyros crassinervis	DQ923901										DQ924118			DQ924225	DQ924008													EU980670													EU981085											
Diospyros minimifolia	EU980832										EU980892			EU981017	EU980955													EU980714													EU981130											
Diospyros fulvopilosa	DQ923915										DQ924132			DQ924239	DQ924022													EU980692													EU981107											
Diospyros fragrans	DQ923914										DQ924131			DQ924238	DQ924021													EU980690													EU981105											
Diospyros undulata	DQ923954										DQ924171			DQ924278	DQ924061													EU980764													EU981179											
Diospyros yatesiana	DQ923958										DQ924175			DQ924282	DQ924065													EU980777													EU981192											
Diospyros oblonga	DQ923937										DQ924154			DQ924261	DQ924044													EU980719													EU981134											
Diospyros venosa	EU980862										EU980923			EU981047	EU980985													EU980767													EU981182											
Diospyros fasciculosa	EU980822										EU980884			EU981007	EU980945													EU980679													EU981094											
Diospyros ferox	DQ923909										DQ924126			DQ924233	DQ924016													EU980681													EU981096											
Diospyros veillonii	EU980861										EU980922			EU981046	EU980984													EU980765													EU981180											
Diospyros buxifolia	EU980816										EU980879			EU981001	EU980939													EU980658													EU981073											
Diospyros diepenhorstii	DQ923905										DQ924122			DQ924229	DQ924012													EU980675													EU981090											
Diospyros toposia	EU980856										EU980917			EU981041	EU980979													EU980759													EU981174											
Dionysia hissarica			DQ378435			AY680725							AY680768	AY680812	DQ378299									DQ378704																												
Lecomtedoxa klaineana						AM408109																																					AY230691		AM179723			AM179529		AM179591	AM179658	
Capurodendron androyense						AM408107																																					AM179777		AM179714			AM179521		AM179583	AM179650	
Clavija eggersiana	AJ235437				AF479151																		GU351374					L12608																					EU264338			
Ardisia pusilla						FJ482140								FJ482158	JN253051	JN253101															JN253155					JN252999																
Ardisia crispa						FJ482139								FJ482157	JN253036	JN253086															JN253140					JN252984																
Ardisia primulifolia						FJ482147								FJ482165	JN253069	JN253121															JN253175					JN253019																
Ardisia densilepidotula						FJ482151								FJ482169	JN253062	JN253113															JN253168					JN253012																
Ardisia virens						JF416241							JF416251		JF416279	JN253083															JN253139					JN252983																
Hymenandra wallichii	AF213779																									GQ141176		AF213811															AF213745				GQ141135					
Lysimachia christinae						JF976892								AF547744	JF954443													JF942353															AY840008	JN045301								
Lysimachia insignis						JF976945								AF547767	JF954499													JF942413															AY840001	JN045359								
Lysimachia phyllocephala						JF976968								AF547748	JF954525													JF942439															AY839983	JN045387								
Lysimachia candida						JF976884								AF547745	JF954432													JF942346															AY839973	JN045294								
Lysimachia melampyroides						JF976956								AF547788	JF954510													JF942424															AY839992	JN045371								
Lysimachia congestiflora						JF976903								AF547749	JF954452													JF942366															AY839963	JN045313								
Lysimachia paridiformis						JF976959								AF547747	JF954515													JF942430															AY839995	JN045375								
Lysimachia thyrsiflora					AY056517	AF547725								AF547787					AJ491420																								AY839959									
Lysimachia laxa						JF976949								AF547778	JF954503													JF942417															AY840005	JN045365								
Lysimachia fistulosa						JF976917								AF547758	JF954468													JF942382															AY839978	JN045327								
Lysimachia clethroides						JF976899								AF547762	JF954445													JF942362															AY839955	JN045307								
Lysimachia lobelioides						JF976951								AF547776	JF954504													JF942419															AY839958	JN045367								
Lysimachia ovoidea			GQ257907										GQ257954								GQ258025																				GQ258003			GQ257977		GQ257930						
Lysimachia fordiana						JF976920								AF547760	JF954470													JF942384															AY840009	JN045332								
Lysimachia rubiginosa						JF976972								AF547750	JF954530													JF942444															AY839989	JN045392								
Lysimachia pittosporoides						JF976971								AF547769	JF954527													JF942441															AY840002	JN045389								
Lysimachia grammica						AF547691								AF547746	JF954479													JF942393															AY840010	JN045341								
Mimusops obovata																																								AM407962			AM179791		AM179742			AM179545		AM179610	AM179676	
Hottonia palustris						AJ491674								AF402435	AY647534			AJ491430						DQ378835				AF395002																								
Androsace helvetica		EU117143				AY275065								AY274981						AJ491445		EU117145																								EU117144						
Androsace lactea		HM067106				AY275069								AY274986								HM106202						AF394965																		HM106213						
Androsace chamaejasme			AF402556			AY275090								AY274947	DQ378429									DQ378838																			AF421114									
Samolus junceus						HQ284107							HQ284088	AY228603																											HQ284145		AY228579									
Vitaliana primuliflora			AF402558			AY275051								AY274966	DQ378430					AJ491443								AF395006																								
Lissocarpa kating	DQ923971													DQ924296	DQ924079													EU980795													EU981210		DQ924189									
Pouteria filipes										FJ038382		FJ038808			JQ626499													JQ626082																	FJ039076							
Pouteria obovoidea										GQ248847		GQ249012			GQ248186													GQ248682																	GQ248377							
Pradosia ptychandra						FJ037899				FJ038388		FJ038821		FJ039212	FJ514772													JQ626027																								
Pradosia spinosa						DQ246695		DQ377533						DQ344332																											DQ344441				DQ344143	DQ344206						
Sideroxylon tenax						AM408104																																		AM408012			AM179801		AM179769			AM179572		AM179637	AM179703	
Sideroxylon reclinatum						AM408095																																		AM407984			AY230734		AM179765			AM179568		AM179633	AM179699	
Sideroxylon occidentale						AM408088																																		AM407977			AM179799		AM179764			AM179567		AM179632	AM179698	
Sideroxylon saxorum						AM408099																																		AM407990			AY230736		AM179768			AM179571		AM179636	AM179702	
Sideroxylon ibarrae						AM408077																																		AM408020			AM407945		AM407742			AM407782		AM407764	AM407803	
Sideroxylon wightianum						AM408106																																		AM408013			AM179802		AM179770			AM179573		AM179638	AM179704	
Sideroxylon leucophyllum						AM408080																																		AM408008			AM407946		AM407743			AM407783		AM407765	AM407804	
Sideroxylon marginatum						AM408083																																		AM408010			AM179797		AM179760			AM179563		AM179628	AM179694	
Sideroxylon lycioides						AM408081																																		AM408011			AM179795		AM179758			AM179561		AM179626	AM179692	
Sideroxylon salicifolium						AM408098																																		AM408015			AY230735		AM179767			AM179570		AM179635	AM179701	
Sideroxylon americanum						AM408060																																		AM407963			AM179793		AM179751			AM179554		AM179619	AM179685	
Sideroxylon rotundifolium						AM408097																																		AM407971			AM407954		AM407750			AM407790		AM407772	AM407812	
Sideroxylon horridum						AM408076																																		AM407964			AY230731		AM179755			AM179558		AM179623	AM179689	
Sideroxylon cubense						AM408070																																		AM408014			AM179794		AM179753			AM179556		AM179621	AM179687	
Sideroxylon obtusifolium						AM408087																																		AM407960			AM179798		AM179763			AM179566		AM179631	AM179697	
Sideroxylon betsimisarakum						AM408063																																		AM407991			AY230729		AM179752			AM179555		AM179620	AM179686	
Sideroxylon persimile						AM408091																																		AM407982			AM407950		AM407747			AM407787		AM407769	AM407808	
Sideroxylon tepicense						AM408105																																		AM408028			AM407959		AM407755			AM407793		AM407775	AM407816	
Royena lycioides						AB175014									FJ238128									FJ238254				JF265389															FJ238295	FJ238211							FJ238169	
Primula gemmifera			AF402495			AY545759								AY545784	DQ378333									DQ378738				JF943651																JN046522								
Primula kisoana			DQ378507											AB161506	DQ378414									AB161507															AB161509			AB161505		AB161508								
Primula gaubaeana	AF213784		DQ378433											DQ378522	DQ378297									DQ378702				AF213798															AF213755									
Primula heucherifolia			DQ378508			JF977996								DQ378597	DQ378415									DQ378820				JF943652																JN046527								
Primula siamensis			DQ378448			HM629062								DQ378537	DQ378319									DQ378724					HM628944												HM629014											
Primula calderiana			AF402514			JF977961								AF402394	DQ378374									DQ378779				JF943613																JN046489								
Primula malacoides			AF402541			AF323700							FJ786579	FJ794210	FJ828631									DQ378813				AF394990																								
Primula forrestii			AF402549			AJ491682							FJ786557	FJ794188	DQ378410				AJ491438					DQ378815																												
Primula membranifolia			AF402458			JF978006								AF402340	DQ378304									DQ378709				JF943663																JN046537								
Primula utahensis			AY528532										AY647562	AY647632	AY647487									AY647702																	AY647772	AY647839										
Primula septemloba			AF402545			JF978046							FJ786629	FJ794263	FJ828656													JF943702																JN046576								
Primula poetica			AY528533										AY647563	AY647633	AY647488									AY647703																	AY647773	AY647840										
Primula fassettii			AY528526										AY647556	AY647626	AY647481									AY647696																	AY647766	AY647833										
Primula pulchella			DQ378463			JF978038								DQ378552	DQ378339									DQ378744				JF943691																JN046564								
Primula standleyana			AY528531										AY647561	AY647631	AY647486									AY647701																	AY647771	AY647838										
Primula sonchifolia			AF402513			JF978056								AF402393	DQ378373									DQ378778				JF943714																JN046586								
Primula auriculata			AF402462			EU643658								AF402344	DQ378310									DQ378715					HM628909												HM628980											
Primula juliae			AF402508			HM629141								AY274938	DQ378364									DQ378769					HM628937												HM629009											
Primula hendersonii			AY528507										AY647537	AY647607	AY647463									AY647678																	AY647747	AY647817										
Primula frigida			AY528516										AY647545	GQ244845	AY647471									AY647686																	AY647756	AY647823										
Primula ioessa			AF402501			DQ993774							DQ379955	DQ379778														AF394972											DQ994139			DQ379841										
Primula chionantha			DQ378488			JF977970							FJ786568	FJ794199	FJ828601													JF943625																JN046495								
Primula tetrandra			AY528521										AY647550	AY647621	AY647476									AY647690																	AY647761	AY647829										
Primula jeffreyi			AY528519										AY647548	AY647619	AY647474									AY647688																	AY647758	AY647827										
Primula floribunda			AF402454			AY680707							AY680752	AY680795	DQ378296									DQ378701				AF394996																								
Primula souliei			DQ378439			HM629060								DQ378528	DQ378305									DQ378710					HM628945												HM629015											
Primula forbesii			AF402540										AY647595	AF402420	AY647520									AY647735																	AY647805	AY647872										
Cyclamen persicum						AF164011							AM990508	AM990534												AB600231		AF213804																			GQ141134					
Cyclamen hederifolium	AF213773					AF164004							AM990500	AJ236995														U96656					JF505201										AF213740									
Sredinskya grandis			AF402505										AY647606	AF402385	AY647531													AF394988													AY647816	AY647883										
Glaux maritima			AF402563			AF547726								AF547789	JN895983													AF213821															AF213743	JN044745								
Ardisiandra wettsteinii	AF213772		AF402560			AJ491670								AF402441					AJ491426									AF213795															AF213733									
Micropholis longipedicellata						FJ037879				FJ817171				FJ039191	JQ626506													FJ038174																	FJ039066							
Soldanella alpina			DQ378517			AJ306324							AM990487	AJ237011	DQ378425									DQ378832						JF275965																						
Diospyros glandulosa	DQ923916					AB175006					DQ924133			DQ924240	DQ924023													EU980693													EU981108											
Diospyros carbonaria										FJ038258		FJ038507		FJ039274	JQ626407													JQ626229																FJ038912								
Diospyros confertiflora	DQ923898					AB175003					DQ924115			DQ924222	DQ924005													EU980667													EU981082											
Diospyros artanthifolia	DQ923885										DQ924102			DQ924209	DQ923992													EU980648													EU981063			GQ982208								
Diospyros transitoria										GQ248770		AM889884			GQ248122													GQ248596																GQ248293								
Diospyros ehretioides	DQ923907					AB175005					DQ924124			DQ924231	DQ924014													EU980678													EU981093											
Diospyros sumatrana	EU980855					AB175020					EU980916			EU981040	EU980978													EU980754													EU981169											
Diospyros capreifolia										FJ038257		FJ038506		FJ039325	FJ037902													JQ626100																FJ038911								
Diospyros rhombifolia	DQ923945					AB175018					DQ924162			DQ924269	DQ924052													EU980741													EU981156											
Diospyros mollis	DQ923934					AB175015					DQ924151			DQ924258	DQ924041													EU980716													EU981131											
Cortusa turkestanica	AF213769		DQ378512											DQ378601	DQ378421									DQ378826				AF213803															AF213739									
Maesa tenera	AF213781						AF420937						AJ431000	AY228626	AJ429288												AF421015																AF213750									
Omphalogramma vinciflorum						JF977203							FJ786609	FJ794241	JF954790			AJ491427													JF942697	JN045629																				
Omphalogramma souliei			DQ378515			JF977197								DQ378604	AY647532									DQ378829							JF942683	JN045622																				
Ardisia humilis						FJ482142							JF416257	FJ482160	JF416272	JN253080															JN253136					JN252980																
Ardisia mamillata						FJ482134							JF416250	JF416261	JN253061	JN253112															JN253166					JN253010																
Ardisia polycephala						JF416244							JF416254	JF416264	JN253044	JN253094															JN253148					JN252992																
Anagallis foemina			EF437028			DQ256370							EF437046	EF437061	HM850731													HM849771															DQ256371									
Lysimachia kalalauensis			GQ257903			GQ258045							GQ257951								GQ258022																				GQ257999			GQ257973		GQ257926						
Lysimachia waianaeensis			GQ257915			GQ258056							GQ257962								GQ258034																				GQ258012			GQ257986		GQ257939						
Lysimachia scopulensis			GQ257914			GQ258055							GQ257961								GQ258033																				GQ258011			GQ257984		GQ257938						
Lysimachia nemorum			EF437029			AF547722							EF437047	AY855128	JN894698													JN893195															AF213747									
Lysimachia daphnoides			GQ257894			GQ258035							GQ257941								GQ258013																				GQ257988			GQ257963		GQ257917						
Lysimachia filifolia			GQ257895			GQ258036							GQ257942								GQ258014																				GQ257989			GQ257965		GQ257918						
Lysimachia mauritiana			GQ257905			GQ258046							GQ257952								GQ258023																				GQ258001		AY839956			GQ257928						
Manilkara hexandra															JQ673569													JQ673543															AY230694		AM179732			AM179537		AM179600	AM179666	
Manilkara chicle															JQ589185													JQ594847															AM179783		AM179729			AM179534		AM179597	AM179663	
Mimusops zeyheri															JF270865																JF265519												AY230702		AM179743			AM179546		AM179611	AM179677	
Androsace spinulifera	AJ235392				AF479150									AY545760			AF206847											Z80205		JF275964																			EU264327			
Nesoluma polynesiacum						AM408059																																		AM408004			AY230704		AM179746			AM179549		AM179614	AM179680	
Nesoluma nadeaudi						AM408058																																		AM407996			AM407934		AM407732			AM407776		AM407756	AM407794	
Lissocarpa benthamii	DQ923969				AY727956									DQ924294	DQ924077													EU980793													EU981208		AY725877									
Sideroxylon foetidissimum						AM408072																						Z83136												AM408022			AY230730		AM179754			AM179557		AM179622	AM179688	
Royena lucida						AF396234								AF396213	JF270745									FJ238256				Z83134															FJ238296	FJ238213							FJ238171	
Primula mistassinica			EF218313			DQ993748							EF218402	EF218586	DQ378352									DQ378757															EF218497			EF218129										
Primula calliantha			DQ378496			JF977962							FJ786587	FJ794218	FJ828618									DQ378802				JF943616																JN046490								
Primula denticulata			AF402472			JF977979								AF402354	JF955695											GQ141177		JF943631																JN046507			GQ141130					
Primula deflexa			DQ378444			JF977972							FJ786595	FJ794226	DQ378315									DQ378720				JF943626																JN046503								
Primula integrifolia			AJ427896			AJ427781							AY647576	AF402409	AY647501									AY647716																	AY647786	AY647852										
Primula sikkimensis						JF978049							FJ786599	FJ794231	FJ828642												AF421025	JF943707															AF213758	JN046579								
Primula sieboldii	AF213787													AB277087										AB161489				U96657											AB277093			AB161479	AF213757	AB161496								
Primula incana			EF218284			DQ993875							DQ379916	EF218555	DQ378347									DQ378752															DQ994093			EF218103										
Primula stricta			EF218304			DQ993918							EF218387	EF218577	JN966473													AF394975											EF218476			EF218121										
Primula pinnata			EF218261			EF218173							EF218351	EF218533	DQ378344									DQ378749															EF218442			EF218080										
Primula darialica			AF402470			EF218165							EF218345	EF218530	DQ378341									DQ378746															EF218439			EF218074										
Primula cortusoides	AF213786		DQ378505			AM920488								DQ378595	DQ378413									DQ378817				AF394977															AF213753									
Primula obconica			AF402542			AF323698							JX258175	JX258209	DQ378403									DQ378808				JF943675																JN046548								
Primula yunnanensis			AF402457			JF978068							FJ786569	FJ794200	DQ378301									DQ378706				JF943728																JN046601								
Primula bellidifolia			DQ378442			JF977948							FJ786590	FJ794221	DQ378312									DQ378717				JF943602																JN046475								
Primula specuicola			AF402487			DQ993751							DQ379909	DQ379732	DQ378354									DQ378759															DQ994078			DQ379793										
Primula eximia			AF402522			AF260768							AY647600	AF402402	AY647525									AY647740																	AY647810	AY647877										
Primula capitellata			DQ378468			EF218166							EF218349	EF218531	DQ378353									DQ378758															EF218440			EF218078										
Primula megaseifolia			AF402507			HM629115								AF402387	DQ378363									DQ378768				AF394997	HM628942												HM629010											
Primula dryadifolia			DQ378503										AY647596	AF402432	DQ378407									DQ378811				AF394994													AY647806	AY647873										
Primula anvilensis			DQ379852			DQ993731							EF218363	EF218545	DQ378355									DQ378760															EF218454			EF218092										
Primula scandinavica			EF218281			DQ994054							EF218371	AY274941	DQ378351									DQ378756															DQ994090			EF218098										
Primula alcalina			AF402489			DQ993804							DQ379908	DQ379731	DQ378356									DQ378761															DQ994079			DQ379792										
Primula fragrans			AY528522			EU887001							AY647552	AY647622	AY647477									AY647692																	AY647762											
Englerophytum natalense						AY552150		DQ344362						DQ344299																											DQ344408		AY230686		DQ344111	DQ344173						
Micropholis cayennensis						FJ037875				FJ817170				FJ039187	FJ514753													JQ625973			FJ038171														FJ039062							
Synsepalum dulcificum						DQ246697		HQ158554						DQ344337																											DQ344446		AY230739		DQ344148	DQ344211						
Diospyros glaucifolia	DQ923917					FJ624405					DQ924134			DQ924241	DQ924024													EU980694													EU981109			HQ427082								
Diospyros australis	DQ923887										DQ924104			DQ924211	DQ923994									FJ238257				EU980650													EU981065			FJ238214								
Diospyros ferrea	EU980823					DQ499075					DQ924127			DQ924234	EU980947		GU476411											EU980683													EU981098											
Diospyros texana	DQ923953					AF174622					DQ924170			DQ924277	DQ924060													EU980758													EU981173		AF130213									
Chrysophyllum fenerivense						DQ246669		DQ344349						DQ344286																											DQ344395		DQ246702		DQ344098	DQ344160						
Chrysophyllum bangweolense						AY552152		DQ344346						DQ344283																											DQ344392		AY230671		DQ344094	DQ344157						
Chrysophyllum imperiale						EF558615		EF558592						EF558603																											EF558611		EF558589		EF558600	EF558596						
Chrysophyllum cuneifolium						DQ246668		DQ344348						DQ344285														JQ625874													DQ344394				DQ344097	DQ344159						
Chrysophyllum pruniforme						DQ246671		DQ344351						DQ344288																											DQ344397		DQ246703		DQ344100	DQ344162						
Ardisia quinquegona						FJ980441									HQ415400	JN253106												GQ436753			JN253162					JN253004								HQ415582								
Ardisia elliptica						JN645200									JN253024	JN253073												GU135176			JN253130					JN252974					HE599703			GU135344								
Anagallis minima			EU150400			AY855143							EU150420	AY855120	JN894204													HM849772			JN891009												AY839968									
Lysimachia iniki			GQ257901			GQ258043							GQ257949	AF547783							GQ258021																				GQ257997			GQ257971		GQ257924						
Lysimachia glutinosa			GQ257897			GQ258038							GQ257945	AF547785							GQ258016																				GQ257994			GQ257968		GQ257921						
